title,city,address,phone,textTranslated,publishedAtDate
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,"La pire agence bancaire qui soit. À chaque fois que je dois déposer des documents, le responsable me dit de revenir la semaine suivante. Je ne sais pas sur quelle base légale il se fonde, mais j'y vais et j'y retourne sans cesse, et il me dit toujours de revenir. Franchement, si vous êtes pressé, vous feriez mieux de vous adresser à une autre banque. Ils ont énormément de mal à traiter les dossiers, et malheureusement, il n'y a personne à qui parler ni à qui expliquer son problème. J'ai contacté le service client, mais ce n'était qu'une simple formalité. Voilà mon expérience, malheureusement.",2026-07-23T13:29:00.284Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2026-07-11T19:08:47.878Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2026-03-13T16:16:14.812Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,Système faible,2026-03-04T14:05:09.113Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,"Aujourd'hui, tout s'est très bien passé. L'accueil, la prise en charge de ma demande et la satisfaction de mes besoins ont été exceptionnels. J'ai eu de mauvaises expériences avec d'autres banques par le passé, mais cette agence est formidable, notamment grâce à l'employé qui m'a ouvert mon compte. Ce fut une journée mémorable. Merci ! 🙏",2026-02-12T13:30:50.261Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2026-01-17T10:24:46.700Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2025-10-24T21:32:35.341Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,Il n'apparaît pas dans le fichier APK.,2025-09-11T12:34:03.310Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2025-06-03T17:56:01.657Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2025-04-03T13:28:28.294Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,16000 clients soit 2 jours nas li khadamin,2025-02-25T13:01:04.921Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2024-11-05T11:15:06.600Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2024-08-26T10:04:31.010Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,Agence Akfas fiha wahd safrita makatbghich dir khdamtha,2024-06-28T14:38:00.551Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,"Cela fait au moins deux ans que je n'ai plus accès à mon compte… Je vis à l'étranger et j'avais besoin de changer de numéro de téléphone. Ils m'ont demandé des documents administratifs et puis plus rien.

J'appelle sans cesse, mais personne ne répond. J'ai dépensé une fortune en appels, argent que j'aurais pu utiliser pour acheter un billet d'avion et me rendre à l'agence. Cinq mois que j'attends pour changer de numéro et toujours rien ! C'est inadmissible ! J'en ai assez de cette banque.",2024-06-24T10:35:37.112Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2024-04-29T18:32:55.496Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2024-04-23T14:35:59.058Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,Bien,2023-11-15T14:28:21.099Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2023-11-14T10:05:21.718Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2023-07-04T01:25:46.380Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2023-03-11T05:15:27.398Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,Mnin nbda ? Pourquoi ? Pourquoi tu ne sais pas ça9 ?,2023-02-04T09:13:53.504Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2023-01-06T15:58:24.736Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2022-09-16T14:18:48.173Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,Système Dima Makhdamesh. Marad Fi Khidmahom,2022-05-31T09:27:59.036Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2022-04-22T10:28:08.238Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2022-04-06T14:13:08.647Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2022-03-22T09:21:14.670Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2021-12-02T20:11:48.622Z
CIH Bank,Casablanca,"6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000, Maroc",+212522479479,,2021-09-29T14:18:14.650Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2026-07-10T13:03:13.327Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-10-14T09:45:04.815Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-10-13T16:25:35.515Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-10-13T16:13:32.626Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-08-28T13:34:56.154Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-08-15T10:43:08.593Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-08-06T07:53:52.510Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,"Une étoile, car je ne pouvais pas en mettre zéro. Comportement inadmissible de la part du personnel et du gardien.",2025-03-10T15:15:40.869Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,Une fenêtre vide ou hors service la plupart du temps,2025-03-09T01:12:09.488Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,"Réclamation : Le vigile au point de contrôle fasciste m’a mal traitée aujourd’hui. Je voulais ma carte, mais il a refusé. Une femme voulait me céder sa place, mais il a refusé et n’arrêtait pas de la dévisager. Il se prend pour qui, à traiter toutes les femmes comme des animaux ?",2025-02-25T16:30:53.059Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2025-02-07T12:18:47.335Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,Que la paix soit sur vous,2025-01-09T13:20:39.771Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-09-20T13:06:33.722Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-07-19T07:57:30.090Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-03-18T08:07:59.734Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-03-01T19:45:21.764Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-02-28T18:02:41.239Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-02-28T08:01:12.786Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,"Les employés sont incompétents, ils ne font rien, et la banque reste silencieuse et ne remplit pas ses fonctions.",2024-02-19T12:20:20.483Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2024-01-06T21:36:43.715Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2023-06-20T14:41:23.678Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2023-05-09T09:31:33.645Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2023-03-24T10:17:29.268Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,"Un seul employé est de service. Le temps d'attente est estimé entre une heure et une heure et demie, et il n'y a pratiquement pas de chaises, à l'exception de deux, alors qu'il y a plus de vingt clients qui patientent.

Le personnel est extrêmement poli, ce qui justifie la note d'une étoile.",2023-02-09T14:33:23.004Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2023-02-08T17:32:56.291Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,"C'est loin d'être une agence bancaire. C'est juste une opération classique : dépôts et retraits.

Tout le reste, sauf l'inverse, est superflu. La directrice se prend pour la directrice de la NASA.

Et les autres, on dirait qu'ils n'ont jamais mis les pieds à l'école.

Que Dieu nous vienne en aide.",2022-11-22T11:27:13.333Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2022-05-31T13:09:31.422Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2022-04-29T11:24:32.877Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2022-04-05T09:00:42.791Z
CIH,Rabat,"Rue Ourika Hay Nahda Lot N°469, Rabat 10000, Maroc",+212522479479,,2022-03-07T13:28:54.569Z
Guichet CIH Bank,Agadir,"9FQQ+RPM, Agadir 80000, Maroc",,,2025-12-16T13:47:39.711Z
Guichet CIH Bank,Agadir,"9FQQ+RPM, Agadir 80000, Maroc",,"ATTENTION aux distributeurs automatiques CIH !

L'écran n'affiche pas l'option « Retrait ». Elle est uniquement disponible dans un sous-menu. C'est pourquoi j'ai annulé la transaction. Un Marocain m'a expliqué la procédure et j'ai réessayé. Cette fois, ça a fonctionné. Mais mon compte a été débité deux fois ! La banque CIH locale se dégage de toute responsabilité ! Il s'agit soit d'un cas de négligence, soit d'une escroquerie !",2025-07-21T11:04:01.341Z
Guichet CIH Bank,Agadir,"9FQQ+RPM, Agadir 80000, Maroc",,,2024-09-08T11:59:33.261Z
Guichet CIH Bank,Agadir,"9FQQ+RPM, Agadir 80000, Maroc",,,2022-08-26T16:56:22.740Z
Guichet CIH Bank,Agadir,"9FQQ+RPM, Agadir 80000, Maroc",,,2022-05-17T12:34:23.912Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-07-13T12:27:04.705Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-07-10T12:48:55.975Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-07-06T08:05:02.675Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-06-04T12:28:54.022Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-05-19T14:16:47.334Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-05-02T07:32:09.636Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2026-02-27T13:24:29.820Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2025-11-02T12:43:26.216Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2025-07-02T13:58:56.735Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2024-12-06T13:22:10.342Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2024-10-11T02:45:43.017Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2024-03-25T20:17:14.533Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2023-11-01T14:18:27.607Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2023-09-10T13:27:19.488Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2023-04-21T13:19:23.928Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2023-03-10T14:18:13.668Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2022-11-25T12:41:34.728Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2022-11-22T10:51:59.761Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2022-06-23T15:46:26.779Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2022-04-29T13:35:56.470Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2022-01-31T11:09:14.109Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2021-09-01T00:48:39.278Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,Système en panne tous les jours,2021-07-09T12:37:43.499Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2021-06-17T18:31:42.806Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2019-10-02T13:25:12.348Z
CIH Banque,Rabat,"KM 3, Avenue Mohamed VI, 5 Rue du Rif, Rabat 10000, Maroc",+212522479479,,2018-09-13T10:06:37.484Z
